name,price,disc_price,brand,product_details,ratings,num_ratings
Low PH BHA Overnight Mask (50ml),S$19.30,NaN,COSRX,NaN,4.56 stars,9 reviews
Rich Moist Soothing Cream (60ml),S$32.70,NaN,"DEAR, KLAIRS","Has redness got you down? Keep it all under control with the Rich Moisture Soothing Cream! This luxurious moisturizer has a creamy texture that gives sensitive skin some TLC, calming irritations while ensuring that it gets the boost of hydration it needs. Best of all, it's a vegan-friendly formula that doesn't test on animals or uses animal-based ingredients, so you can keep both your skin and those furry ones happy too!",4.64 stars,101 reviews
Sunprise Natural Corrector SPF 50+/PA+++ (50g),S$11.50,NaN,ETUDE HOUSE,"While most sunscreens block harmful UV rays from penetrating into the deeper layers of your skin, the Sunprise Natural Corrector SPF 50+ PA++ focuses on stimulating cell renewal, reducing wrinkles, whitening and softening your skin with niacinamide and adenosine. Other ingredients like mangosteen peel extract guards your skin against toxic substances found in the environment while acai berry, acerola and aloe vera keep your skin soothed and moisturized. Of course, its SPF50+ formulation ensures that your skin is protected against UV rays when exposed to the sun.",4.45 stars,106 reviews
Centella Multi Balm Mini (15g),S$9.20,NaN,PUREFORET,"Pureforet’s Centella Multi Balm is an all-in-one ointment made with centella extracts and jojoba oil to repair, soothe and treat blemished skin. It gently coats the area in a film of moisture and nourishment, calming redness and minimizing scars, keeping the area smooth and hydrated. Perfect for treating those pesky acne, it has skin regenerating properties that’ll leave you with healthy, clear skin. Use on the face, or even on those extra dry bits on your body to stay soft!",4.87 stars,15 reviews
Rice Water Bright Rich Cleansing Oil (150ml),S$14,NaN,THE FACE SHOP,NaN,4.63 stars,19 reviews
White Dew Milky Cleanser (150ml),S$30.10,NaN,LANEIGE,"Looking for bright, glowy skin? Laneige's White Dew range contains Saururus Chinensis extract that works effectively to lighten dark spots and even out skin coloration. It's also formulated with the glycol component of Phyto sugar water that moisturizes and brightens the skin. The milky cleanser is a creamy formula that lathers up well, ridding the skin of dirt, impurities and leftover makeup residue, leaving it feeling supple, looking bright and feeling great. With continuous use, you'll be left with a complexion that's supple and radiant, and who doesn't want that?",4.50 stars,32 reviews
Gold CF-Nest White Bomb Eye Cream (30ml),S$13.40,NaN,ELIZAVECCA,"Say bye-bye to tired eyes with Elizavecca's Gold CF-Nest White Bomb Eye Cream! Full of nutrients, this cream is made to moisturize, brighten and improve the elasticity of the skin. While it's made to be used around the eyes, you can apply it to other areas that need help too like the forehead or where your smile lines are. Keep this in your beauty arsenal to up your skincare game!",3.92 stars,236 reviews
Miracle Seed Essence (150ml),S$68.90,NaN,PRIMERA,"One of Primera's bestsellers, the Miracle Seed Essence is made with 93.1% lotus seed extract, which contains high levels of amino acids and linoleic acid to moisturize dry and dull skin. With flavonoid and polyphenol, this product reduces the production of active oxygen to improve the health of the skin. This almost gel-textured essence plumps up the skin, giving it even texture and skin tone as it hydrates the skin well. Your skin will thank you and feel supple all day!",4.76 stars,70 reviews
Coco-Me-Up Lifting Coconut Mask (10 Sheets),S$10,S$9,A'BLOOM,"Take a fresh, juicy bite out of beauty with A'bloom's Mask! The Coco-Me-Up version is rich in firming and lifting properties to give you a smooth, plump complexion. Infused with coconut and tremella mushroom extracts, this mask is soaked in an essence full of collagen and vitamin E to firm, smoothen and lift sagginess, leaving you with a youthful glow!",4.88 stars,8 reviews
Propolis Barrier Ampoule (100ml),S$80,S$18.40,MAXCLINIC,NaN,4.85 stars,33 reviews
Water Bank Moisture Essence (70ml),S$65.20,S$50.10,LANEIGE,"Achieve long-lasting suppleness with LANEIGE Water Bank Moisture Essence which helps to increase the moisture level of the skin! Thanks to the green mineral water extracted from vegetables, your skin will appear clear and moisturized upon application. Add this product to your skincare routine to achieve the glass skin effect!",4.89 stars,38 reviews
Goblin Blackhead 3 Step Nose Pack (1ea),S$1.30,NaN,A'PIEU,"Let the goblins work their magic on your blackheads with this 3-step nose pack! This kit is formulated with BHA, blackjack and witch hazel extracts to open up the pores, pull out those blackheads, then minimizing them for a smooth, clean nose area. Say goodbye to oily, unsightly noses because you'll be left with skin that's fresh, smooth and happy!",4.86 stars,7 reviews
Super Volcanic Peel Off Mask 2X (100ml),S$13.90,NaN,INNISFREE,NaN,4.43 stars,30 reviews
Forest Garden Chamomile Cleansing Oil (200ml),S$17.90,NaN,NATURE REPUBLIC,"While chamomile tea has been known to calm our senses (and taste buds too), it also does a good job at soothing our skin! Nature Republic's Forest Garden Chamomile Cleansing Oil is a convenient all-in-one cleanser that removes heavy makeup as well as dirt and other impurities, leaving your skin clean as a whistle. Infused with jojoba extract, this cleanser doesn't strip your skin of its natural moisture, instead it keeps is moisturised so you're left with a fresh, supple complexion!",4.57 stars,175 reviews
Power 10 Formula VB Effector (30ml),S$12.50,NaN,IT'S SKIN,"Just like an espresso shot in the morning, It's Skin's Power 10 Formulas gives your skin a little boost according to your skin's needs. This VB Effector is enriched with vitamin B6 to brighten dull complexion. This concentrate is infused with arborvitae and schisandra Chinensis extracts, making it loaded with anti-aging and hydrating properties for the skin. Made with an oil-free formulation, this lightweight product balances out the skin's moisture levels by controlling oil and sebum production, and is easily absorbed into the skin without leaving behind any sticky residue.",4.63 stars,182 reviews
Rice Water Bright Rice Bran Cleansing Foam (150ml),S$12,NaN,THE FACE SHOP,"You don't need to be gluten-free to embrace rice into your life! Try out The Face Shop's Rice Water Bright Cleansing Foam and you'll be hooked! This product is infused with rice water and Moringa flower oil, which moisturizes, detoxifies and brightens the complexion. Due to its lush creamy texture, this cleansing foam actually helps to keep the skin hydrated by minimizing the moisture lost from cleansing.",4.25 stars,24 reviews
Power 10 Formula GF Effector (30ml),S$12.50,NaN,IT'S SKIN,"Just like drops for your eyes, It's Skin's Power 10 Formulas are little drops that enrich and targets according to your skin's needs. This GF Effector is enriched with a biopolymer solution that hydrates and nourishes the skin from within. Infused with licorice extracts, this concentrate brightens while evening out redness caused by sun damage or irritations. Great for those with dry skins, this product gives rich moisturization and soothes irritations caused by dryness.",4.67 stars,109 reviews
Brightening Pore Serum (30ml),S$46.10,S$37.40,INNISFREE,NaN,4.64 stars,33 reviews
Petal Velvet Sunaway Multipack (55ml * 3),S$55.50,S$22.95,ALTHEA,"Shield your skin from the sun's rays and give it some petal protection with Althea's Petal Velvet Sunaway! Ultra lightweight, this invisible sunscreen is formulated with Hyaluronic Acid that plumps the skin and Damask rose extracts, ensuring that your complexion stays fresh and hydrated throughout the day without any streakiness or a white cast. It has an SPF of 50+ and PA++++, so your skin'll be kept protected all day. As part of the Petal Velvet line, it also contains micro-powder particles that give you a smooth, petal-like complexion.",4.78 stars,18 reviews
Snail Repairing Eye Cream (30g),S$15.20,NaN,SECRET KEY,"Eye cream that is absorbed quickly into the skin to provide firming and bring vitality back to the eyes. Snail mucus and adenosine renew the skin and provide firm skin around the eyes. Also, Squalane, fermented caragana root and jojoba seed keep the eye area moisturized.",4.50 stars,8 reviews
Fermented Rice Brightening Cream (60ml),S$18.10,S$15.30,MEALADE,NaN,5.00 stars,11 reviews
Fermented Rice Brightening Essence (150ml),S$20.80,S$18.10,MEALADE,"Infuse the crystal glow in your skin! This lightweight, quick absorbing essence made of 95% of fermented rice - harvested in Yeoju, South Korea - helps brighten dull skin and bring suppleness back to the skin without leaving oily or sticky. It also contains Galactomyces ferment filtrate to help brighten skin, even skin complexion, and improve skin texture. As the benefits of fermentation, this essence helps skin absorb the product better, reduce the chances of skin irritation, and create new skin-benefitting substances.",4.90 stars,21 reviews
Super Miracle Spot All Kill Cream (30ml),S$20.10,NaN,SOME BY MI,"Spots, be gone! Some By Mi’s Super Miracle Spot All Kill Cream uses cica extract and tea tree leaf water to soothe, treat and banish acne spots. This lightweight gel formula isn’t sticky and absorbs quickly into the skin, quickly and effectively ridding your complexion of unwanted pimples.",4.29 stars,7 reviews
All Around Safe Block Sun Milk Soft Finish (70ml),S$21.80,S$18.50,MISSHA,NaN,4.96 stars,25 reviews
Rice Water Bright Light Cleansing Oil (150ml),S$12.90,NaN,THE FACE SHOP,NaN,4.77 stars,65 reviews
Freshly Juiced Vitamin E Mask (90g),S$38,NaN,"DEAR, KLAIRS",NaN,4.76 stars,75 reviews
Pore Clean Toner (250ml),S$19.90,NaN,MAMONDE,"Banish oil-slicked skin and enlarged pores with Mamonde's Pore Clean Toner! This bottle is packed with houttuynia cordata and west coast mud extracts that detoxifies the skin of dirt, sebum and impurities, effective removing whiteheads and blackheads while minimizing enlarged pores. It also helps to control excess sebum production, giving the skin a fresh matte finish.",4.86 stars,22 reviews
Galacto Niacin 97 Power Essence (60ml),S$26.60,NaN,PURITO,NaN,4.50 stars,20 reviews
Perfect Outdoor Sun Block (50ml),S$7.50,NaN,CALMIA,"Going out and about under the sun? Then we've got the perfect sunblock for you, literally! Calmia's Perfect Outdoor Sun Block has an SPF of 50+, PA+++ to keep UVA and UVB rays at bay, while ingredients like green tea, Centella Asiatica, and licorice root extract soothe the skin. It's moisturizing, lightweight texture leaves the skin feeling hydrated and fresh. Best of all, it's waterproof so you won't have to worry about the waves rinsing your protection away!",4.40 stars,147 reviews
Black Sugar Honey Mask Wash Off (100g),S$13.90,NaN,SKINFOOD,NaN,4.71 stars,100 reviews
Power 10 Formula VE Effector (30ml),S$12.50,NaN,IT'S SKIN,"Just like drops for your eyes, It's Skin's Power 10 Formulas are little drops that enrich and targets according to your skin's needs. This VE Effector is enriched with vitamin E penetrates to nourish and hydrate the skin. Formulated with rose water, vanilla and boswellia extracts to soothe and brighten your complexion, as well as balance out its oil and moisture levels, keeping it supple and radiant throughout the day. This product's fast absorbing too and doesn't leave behind any sticky residue on the skin, making this super comfortable to wear.",4.50 stars,112 reviews
Capsule Recipe Pack (10ml),S$2.60,NaN,INNISFREE,NaN,4.60 stars,57 reviews
Baking Powder Pore Cleansing Foam (160ml),S$10.80,NaN,ETUDE HOUSE,"Baking powder isn't just great for making delicious cakes and cookies, it's fantastic for cleansing your skin too! This cleansing foam from Etude House features baking powder as its star ingredient, gently but effectively drawing out impurities from the pores thanks to its strong cleansing properties. This formula also gently exfoliates away dead skin cells without drying your complexion out, leaving you with fresh, supple skin.",4.74 stars,114 reviews
Water Sleeping Mask Lavender (70ml),S$36,NaN,LANEIGE,"Your favorite sleeping mask now comes in a Lavender scent! Wake up beautiful with the world's best-selling sleeping mask! With 1 sold every 12 secs, this light gel mask provides intensive hydration, vitality and brightening effect while restoring skin with deep relaxation. This product contains a number of patents including the SLEEP-TOX??technology that purifies skin during sleep, keeping it in optimum condition while MOISTURE WRAP??helps skin retain moisture throughout the night. It also has an aromatic SLEEPSCENT??helps you relax during sleep. Best of all, it's also formulated with skin soothing agents that are gentle on the sleeping skin, helping it to recover overnight.",4.75 stars,44 reviews
Primer Water (200ml),S$17,S$10.50,ALTHEA,NaN,4.66 stars,126 reviews
Goblin Blackhead Peel Off Nose Pack (50ml),S$5.30,NaN,A'PIEU,"Let the goblins work their magic on your blackheads with this peel-off mask! Formulated with charcoal powder and blackjack plant extract, this mask glides easily onto the skin and absorbs impurities within the pores, dissolving them to remove blackheads for a clean, fresh feel. Peel away when dry to pull any nasties out, and you'll be left with skin that's fresh, smooth and happy!",4.00 stars,5 reviews
Ginseng Serum (30ml),S$38.70,NaN,I'M FROM,NaN,4.53 stars,15 reviews
Secret of Sahara Cream: Anti-Gravity (50ml),S$39.10,NaN,HUXLEY,NaN,5.00 stars,5 reviews
Jeju Orchid Gel Cream (50ml),S$30.80,NaN,INNISFREE,"Jeju Island, a place so rich in volcanic soil, is also the ideal place to grow orchids, thanks to its cold weather. The Orchid Gel Cream is infused with orchid elixir harvested in the cold to deliver powerful antioxidants and nutrients to the skin to protect, moisturize and prevent it from aging for a supple, radiant complexion. The Gel Cream comes in a light, non-greasy texture that helps to keep your skin's elasticity, enhancing its firmness as time goes by.",4.50 stars,22 reviews
Brightening Pore Facial Cleanser (150ml),S$16,S$14.10,INNISFREE,NaN,4.92 stars,13 reviews
Starting Treatment Kit,S$23.60,NaN,SECRET KEY,NaN,4.94 stars,17 reviews
Soothe 85% Bamboo Toner (160ml),S$16.20,NaN,KEEP COOL,NaN,4.92 stars,12 reviews
Cica Sleeping Mask (60ml),S$39.10,NaN,LANEIGE,NaN,4.91 stars,23 reviews
Starting Treatment Essence (155ml),S$32.80,NaN,SECRET KEY,NaN,4.78 stars,9 reviews
AHA BHA PHA 30 Days Miracle Cleansing Bar (95g),S$18.50,NaN,SOME BY MI,"Cleansing is the first and most fundamental step to your skincare routine. Afterall, it won't be able to absorb any goodness if it's not clean! This gentle soap is natural and does not contain any artificial color, surfactants or other harmful ingredients. Instead, it's made with 20 gentle yet effective ingredients including AHA, BHA and PHA to whisk away impurities and dead skin cells. You'll be left with clean skin that feels healthy and bright!",4.62 stars,13 reviews
Blackhead Silk Finger Ball (12ea),S$4.30,NaN,COSRX,"What better way to get silky, smooth skin than, well, with silk? CosRX's Blackhead Silk Finger Balls are 100% natural silkworm cocoons that exfoliate away impurities from the skin. When soaked in warm water, it takes on a more tender, almost jelly-like texture that is gentle on the skin, effectively ridding the complexion of whiteheads, blackheads and dead skin cells with ease. The result is soft, smooth, clean skin that's perfectly prepped to take on your skincare products!",4.00 stars,57 reviews
Aloe BHA Skin Toner (200ml),S$23.60,NaN,BENTON,"Just because you have dry, sensitive skin doesn't mean you should shy away from toners. Swap out alcohol-based ones that can further dehydrate the skin for something like Benton's Aloe BHA Skin Toner. This moisturizing toner contains aloe vera extract to soften and condition the skin as it preps it for your next skincare step, while BHA gently exfoliates away dead skin cells to encourage skin renewal. It absorbs easily and quickly into the skin without leaving any stickiness, and doesn't contain synthetic dyes or fragrances, making it suitable for all skin types.",4.66 stars,59 reviews
Aloe Vera Cleansing Gel Cream (150ml),S$8,NaN,NATURE REPUBLIC,"Let's be frank: while we want to have clean skin, we really don't like compromising on keeping our skin moisturized. Enter Nature Republic's Aloe Vera Cleansing Gel: a creamy cleanser that foams up into a decadent lather to cleanse your face. This baby is powerful enough to remove traces of makeup as well as dirt and impurities, yet gentle and moisturizing enough to soothe irritations and balances out the oil-to-water levels of the skin thanks to Californian certified organic aloe vera. Clean, fresh skin, here we come!",4.70 stars,286 reviews
Fundamental Eye Awakening Gel (35ml),S$28.90,NaN,"DEAR, KLAIRS",NaN,5.00 stars,6 reviews
Soothing & Moisture Aloe Vera Cleansing Gel Foam (150ml),S$10,S$5.10,NATURE REPUBLIC,NaN,5.00 stars,4 reviews
Egg White Perfect Pore Cleansing Foam (150ml),S$13.50,NaN,SKINFOOD,NaN,4.68 stars,19 reviews
Chamomile Pure Toner (250ml),S$20,NaN,MAMONDE,NaN,4.83 stars,12 reviews
Hydrating Hyaluronic Acid Aqua Ampoule (100ml),S$28,NaN,TOSOWOONG,NaN,4.72 stars,39 reviews
White Dew Original Ampule Essence (40ml),S$65.30,NaN,LANEIGE,"Looking for bright, glowy skin? These drops of light from Laneige contain Saururus Chinensis extract that works effectively to lighten dark spots and even out skin coloration. It's also formulated with the glycol component of Phyto sugar water that moisturizes and brightens the skin. What all that means is that with continuous use, you'll be left with a complexion that's supple and radiant, and who doesn't want that?",4.55 stars,31 reviews
Apple Seed Cleansing Tissue (15ea),S$3.80,NaN,INNISFREE,"An apple a day makes clear skin here to stay! These gentle cleansing wipes are made with apple extract and apple seed oil to gently cleanse away dirt and impurities while keeping the skin moisturized and healthy. It helps to gently exfoliate and remove dead skin cells too, making this especially great for those with a hectic lifestyle or those extra lazy days. We love the crispy fresh scent this comes with too!",4.80 stars,44 reviews
Aloe Revital Skin Mist (120ml),S$14.30,NaN,INNISFREE,"Running late with no time to touch up your makeup? Now you can instantly freshen up your face with the Aloe Revital Skin Mist, a cool facial spray that doesn't contain any synthetic coloring, mineral oil, artificial flavor, animal product or imidazolidinyl urea, all of which are ingredients that may irritate your skin. The skin mist is formulated with 94% organic aloe vera sourced from Jeju Island to refresh, revitalize and soothe your skin with nutrients, forming a protective barrier against harmful external environments.",4.56 stars,95 reviews
Power 10 Formula Propolis (30ml),S$14.40,NaN,IT'S SKIN,"Just like an espresso shot in the morning, It's Skin's Power 10 Formulas gives your skin a little boost according to your skin's needs. The Propolis is a concentrate formulated with a range of natural ingredients including halla cham-honey, black rose, freesia, white daisy and bee propolis extracts to make a complex that has anti-aging properties while it moisturizes and brightens dull, dry skin. This serum also strengthens and protects skin from damage caused by stress or harmful externalities.",4.69 stars,98 reviews
Green Tea Balancing Lotion EX (160ml),S$22.20,NaN,INNISFREE,"Did you know that oily or combination skins can be dehydrated too? Sometimes, it's due to overzealous cleansing, or the lack of moisturizing, So it's important to ensure that despite your skin type, you keep your skin hydrated. If you're looking for a moisturizer that's lightweight but still hydrates, then try out the Green Tea Balancing Lotion. Formulated with green tea extracts from Jeju Island, it's rich in nutrients and minerals to ensure that your skin is nourished. Additional ingredients like betaine from amino acids gives your skin that extra boost of moisture as well as balance out the oil-to-water levels of the skin. The best part about this product? Its water-like texture absorbs instantly into your skin, making it soft and supple without it being sticky and gross.",4.71 stars,212 reviews
Bora Tangguk DIET Tea (10sticks),S$44.90,S$18.80,0SAENG-BOGAM,NaN,4.80 stars,5 reviews
Bare Essentials Set (10% OFF),S$48,S$27,ALTHEA,"Great makeup starts from great skin - minimize your base make-up with Althea Bare Essentials! With nourishing ingredients and easy execution, this 3-product regime breaks down and simplifies the K-beauty routine for the urban woman. Here are the 3 debuts of this range: Contour Cleanser , Primer Water , Fixer Cream ",4.67 stars,264 reviews
Supple Preparation Facial Toner Travel Size (30ml),S$7,NaN,"DEAR, KLAIRS",NaN,4.56 stars,208 reviews
Green Tea Seed Essence In Lotion (100ml),S$25.90,NaN,INNISFREE,NaN,4.73 stars,15 reviews
Green Tea Foam Cleanser 7Days (10ml),S$2.40,NaN,INNISFREE,NaN,4.81 stars,27 reviews
Green Tea Balancing Lotion EX 7Days (10ml),S$2,NaN,INNISFREE,NaN,4.86 stars,14 reviews
Wrinkle Science Eye Cream (30ml),S$36.10,NaN,INNISFREE,NaN,4.56 stars,32 reviews
Real Rose Floral Toner (180ml),S$24.20,NaN,NACIFIC,"Love the smell of roses? Then you'll love indulging your skin with this hydrating toner that's made with real rose petals. Formulated with 92% real rose water, this helps to restore the vitality of the skin, giving you a youthful glow. It also contains centella asiatica extracts to gently exfoliate dead skin cells and soothe redness. The result is clean, fresh skin that's soft and supple to the touch, ready to take on the rest of your skincare regime.",4.57 stars,75 reviews
Bija Cica Balm (40ml),S$26.40,NaN,INNISFREE,"Ow! Painful spots? The Bija Cica Balm may just be what you're looking for. Made with a non-comedogenic formula infused with madecassoside, madecassic acid, asiaticoside, and asiatic acid of Centella Asiatica, this is perfect for those with stubborn acne spots and oily complexions. It also contains Jeju Bija oil and D-panthenol that strengthens the skin barrier, effectively calming the skin for a healthier complexion. Best of all, it's made with natural ingredients and is free of parabens, animal based ingredients, mineral oil, imidazolidinyl urea, artificial colours or fragrances, making it suitable even for those with sensitive skins!",4.69 stars,29 reviews
Snail Bee High Content Essence (60ml),S$23.80,NaN,BENTON,NaN,4.44 stars,62 reviews
Red Serum (40ml),S$25.70,NaN,SKIN&LAB,"Indulge in your romantic side with this luxurious serum! Made with the extract from a million Damask roses, Skin&Lab's Red Serum is a hydrating, quick absorbing formula that penetrates deep into the layers of the skin, plumping and hydrating it from within. It's formulated with a phyto red complex that improves collagen synthesis and keeps the skin protected. The result? Supple, youthful skin that doesn't feel sticky to the touch!",4.34 stars,70 reviews
Honey Snail Ultra Moisture Cream (100g),S$16.10,NaN,NELLA,"Moisture is super important for the skin, so give it a hydrating boost with Nella's Honey Snail Ultra Moisture Cream! With a bouncy, stringy consistency, this nourishing cream contains snail mucin and honey extracts to nourish and repair the skin, while other amazing ingredients like hyaluronic acid, shea butter and adenosine gives the skin a radiant glow. Use as a moisturizer in your skincare regime, or apply on thick before bedtime as a sleeping pack to up your beauty game.",4.64 stars,201 reviews
Green Tea Seed Deep Cream (50ml),S$29.70,NaN,INNISFREE,NaN,4.75 stars,44 reviews
Power 10 Formula Syn-Ake (30ml),S$14.40,NaN,IT'S SKIN,"Just like an espresso shot in the morning, It's Skin's Power 10 Formulas gives your skin a little boost according to your skin's needs. The Syn-Ake is a concentrate formulated with peptides that mimic snake venom, ""freezing"" wrinkles and preventing new creases from forming for a more even complexion. Enriched with adenosine, baobab, Indian fig and fermented yeast extract, this serum penetrates deep into the layers of the skin to regenerate and deeply nourish the skin from within.",4.53 stars,122 reviews
Green Tea Morning Cleanser (150ml),S$14,S$12.10,INNISFREE,NaN,5.00 stars,10 reviews
All Kill Pore Tightening Ice Stick (10g),S$11.90,NaN,RIRE,"Ice, ice, baby! Ice your way to smooth skin with Rire's All Kill Pore Tightening Ice Stick, a cooling balm that instantly lowers the temperature of the skin to seal in those pores, helping to minimize them in the process. Made with a blend of astringent ingredients, this is also great for soothing and hydrating the skin after blackhead extractions. Carrying this in your bag when you need to keep your cool during warm days too!",4.35 stars,54 reviews
Floral Hydro Ampoule Toner (150ml),S$22.50,NaN,MAMONDE,NaN,3.50 stars,8 reviews
Fermented Complex 94 Boosting Essence (150ml),S$25.70,NaN,PURITO,NaN,4.72 stars,39 reviews
Bio-Peel Gauze Peeling Green Tea (30ea),S$36.50,S$29.70,NEOGEN,"Don't let the idea of skin peeling scare you! Neogen's Bio-Peel Gauze Peeling pads combine both manual and chemical exfoliation with an ultra-gentle formula to give you soft, smooth skin. With a unique 3-layer system, these pads effectively remove dead skin cells, hydrate and encourage skin renewal for a smooth, healthy complexion. This version is infused with green tea and Centella extracts to moisturize, soothe and repair the skin while controlling sebum production as well, leaving you with a fresh and healthy complexion.",5.00 stars,5 reviews
Hell Pore Control Hyaluronic Acid 97% (50ml),S$15.60,NaN,ELIZAVECCA,NaN,4.67 stars,9 reviews
Ice Jeju Aloe Refreshing Soothing Gel (300ml),S$11,NaN,THE FACE SHOP,NaN,4.63 stars,54 reviews
Be Moist Moisturizing Eye Stick (9g),S$6.80,NaN,PRRETI:,NaN,4.32 stars,47 reviews
R:NA Proatin Mask (1 sheet),S$2.30,NaN,MEDIHEAL,"Brighter, younger, more moisturized, is there anything Mediheal's R:NA Proatin Masks can't do? This handy little packet contains a sheet mask soaked in a creamy serum made with niacin and glutathione, a combination that inhibits melanin production, effectively brightening dark spots and giving you a more radiant complexion. It's also rich in vitamins and antioxidants to keep your skin supple and healthy.",4.89 stars,18 reviews
Clear C Advanced Effector_Ex (150ml),S$65.20,S$54.30,LANEIGE,"Perk up dull complexions with a boost of vitamin C! Laneige's Clear C Advanced Effector_Ex is packed with extracts from acerola cherry and acai berries, superfoods that are rich in antioxidants and vitamin C for a bright, healthy complexion. It also contains Melacrusher technology that, when combined with the berries, works 3.5x more effectively than other brightening ingredients. The thing we love most about this product is how great it feels on the skin: it has a watery texture that quickly absorbs in without leaving any stickiness behind.",4.86 stars,76 reviews
24K Gold Snail Cleansing Foam (180ml),S$12.70,NaN,ELIZAVECCA,"Live the luxe life and pamper your skin with Elizavecca's 24k Gold Snail Cleansing Foam! This moisturizing cleanser lathers up into a rich foam that deep cleanses the skin, soothing fatigued skin and ensuring your pores are nice and clean. It contains 24k gold flakes to improve blood circulation, as well as snail mucin extract to hydrate and repair the skin, leaving you with a pricelessly healthy complexion.",4.48 stars,91 reviews
The True Cream - Moisturizing Bomb (10ml),S$6.50,NaN,BELIF,NaN,4.70 stars,10 reviews
Peach Facial Clear Brush,S$13.10,NaN,CORINGCO,NaN,4.56 stars,66 reviews
Galactomyces 95 Tone Balancing Essence (100ml),S$25.80,NaN,COSRX,"The last place somebody expected to see suppleness was in the hands of a rice wine brewer, but beauty lurks in the most unexpected places! Galactomyces from the yeast used by the brewer improved the skin, removed calluses and kept it his hands looking nice and plump. Bottle that goodness and add it to your skincare with COSRX's Galactomyces 95 Tone Balancing Essence! Containing 95% of the good stuff, this is perfect for upping your skincare game, smoothening away fine lines, moisturizing deep into the layers and naturally brightening the skin for a supple, radiant complexion.",4.58 stars,101 reviews
Black Head solution 3-Step Nose Pack (1 Sheet),S$3,NaN,ELIZAVECCA,"Extractions? Ouch! Beat the blackheads the painless way with Elizavecca's Black Head Solution 3-Step Nose Pack. This handy kit dilated pores, extracts blackheads, then shrinks the pores back to prevent gunk from getting trapped in there. Formulated with a selection of natural ingredients, this product will have your nose looking smooth and feeling soft in no time!",4.29 stars,56 reviews
Jeju Orchid Skin (200ml),S$27.60,NaN,INNISFREE,"Is your skin so dry you sometimes feel it might crack as you speak? Nourish it with the Orchid Skin, a toner that is infused with orchid elixir harvested from orchids that bloom during wintertime in Jeju Island. It delivers intense moisture and nutrients to your skin, improves skin elasticity and brightens skin tone, while combating aging and wrinkles all at the same time! Because of its gel texture, this moisturizer does not feel sticky on your skin, and instead instantly hydrates your dry skin, soothing it and leaving it healthy and radiant all day long.",4.52 stars,23 reviews
Pure Block Daily Sun Cream SPF45 PA+++ (50ml),S$8.20,NaN,A'PIEU,NaN,5.00 stars,2 reviews
Glowy Make Up Serum (30ml),S$32.60,NaN,LANEIGE,NaN,4.92 stars,12 reviews
Radiance Cleansing balm (80g),S$22.20,NaN,BEAUTY OF JOSEON,NaN,5.00 stars,2 reviews
Real Calendula Floral Toner (180ml),S$24.10,NaN,NACIFIC,"Make springtime an all year round affair with NACIFIC Real Calendula Floral Toner! This pretty bottle contains a formula made with Centella Asiatica extracts and infused with real calendula flower petals. Made with 91% real calendula flower water, this removes dirt, impurities and leftover residue while soothing irritations and hydrating the skin. The result is clean, fresh skin that's soft and supple to the touch, ready to take on the rest of your skincare regime.",4.81 stars,86 reviews
Clean it Zero Cleansing Balm (100ml)_Revitalizing,S$25.90,NaN,BANILA CO,"We know how difficult and tedious makeup removal is; it can sometimes feel like a war that stubborn waterproof products are winning. Banila Co.'s Clean It Zero Cleansing Balm is our secret weapon to clean, fresh skin! This silky balm melts away dirt, residue and long wearing makeup, emulsifying with water into a milk-coloured solution that washes everything down the drain. The Revitalizing version contains resveratrol that soothes and controls excess sebum, making it great oilier skin types. A definite must-have in your stash that'll keep your skin looking fresh and feeling supple.",4.92 stars,13 reviews
Green Tea Cleansing Water (300ml),S$21,NaN,INNISFREE,NaN,4.68 stars,22 reviews
Real Fresh Foam Cranberry (160g),S$30,S$19.80,NEOGEN,NaN,4.27 stars,15 reviews
Pure Vitamin C 21.5% Advanced Serum (30ml),S$41.20,NaN,BY WISHTREND,NaN,4.16 stars,25 reviews
Oatmeal Therapy Cleansing Oil (200ml),S$14.60,NaN,CALMIA,"Just another breakfast food? Think again! Oatmeal is more than just delicious with fruits and honey, it's pack with antioxidants and purifying properties to ensure your skin is youthful and healthy. This cleansing oil helps to remove makeup and contains oatmeal extracts to deep cleanse the skin while ensure it stays nice and moisturized. The result is clean, soft skin that's bouncy to the touch.",4.18 stars,80 reviews
Derma Soothing Mineral O2 Cream (100ml),S$26.30,NaN,NIGHTINGALE,"Breathe new life into your skincare routine with Nightingale's Derma Soothing Mineral O2 Cream. This unique product has a gel-cream texture that melts onto the skin, instantly cooling and soothing irritated skin. A combination of hyaluronic acid, yarrow, and Rose of Jericho extracts keep the complexion moisturized, while O2 bubbles from Jeju's volcanic bedrock water adds radiance and brightness. This product even has anti-aging properties to prevent those dreaded wrinkles too!",4.87 stars,69 reviews
Perfect Pore Cleansing Oil (250ml),S$45.50,NaN,LANEIGE,"Let's be honest: slapping on oil onto the skin to cleanse it doesn't really appeal to us, so you can imagine our skeptical looks when we were told this product helps to really clean out our pores. But boy, were we impressed with Laneige's Perfect Pore Cleansing Oil! Concocted with natural virgin coconut oil, this product not only removes heavy makeup, it's also infused with Mugwort extract that has antibacterial properties to deeply purify pores and melt away sebum. Our favourite part about this? It's made without any mineral oils, meaning it's gentle enough for all skin types, sensitive and oily included.",4.74 stars,65 reviews
Trouble Cure (6patch),S$12.60,S$10.90,ACROPASS,NaN,0.00 stars,
